386;99278;494
387;99842;564
388;100335;493
389;100974;639
390;101534;560
391;102096;562
392;102589;493
393;103229;640
394;103795;566
395;104122;327
396;104524;402
397;105032;508
398;105612;580
399;106119;507
400;106776;657
401;107352;576
402;107930;578
403;108437;507
404;109095;658
405;109677;582
406;110013;336
407;110426;413
408;110948;522
409;111544;596
410;112065;521
411;112740;675
412;113332;592
413;113926;594
414;114447;521
415;115123;676
416;115721;598
417;116066;345
418;116490;424
419;117026;536
420;117638;612
421;118173;535
422;118866;693
423;119474;608
424;120084;610
425;120619;535
426;121313;694
427;121927;614
428;122281;354
429;122716;435
430;123266;550
431;123894;628
432;124443;549
433;125154;711
434;125778;624
435;126404;626
436;126953;549
437;127665;712
438;128295;630
439;128658;363
440;129104;446
441;129668;564
442;130312;644
443;130875;563
444;131604;729
445;132244;640
446;132886;642
447;133449;563
448;134179;730
449;134825;646
450;135197;372
451;135654;457
452;136232;578
453;136892;660
454;137469;577
455;138216;747
456;138872;656
457;139530;658
458;140107;577
459;140855;748
460;141517;662
461;141898;381
462;142366;468
463;142958;592
464;143634;676
465;144225;591
466;144990;765
467;145662;672
468;146336;674
469;146927;591
470;147693;766
471;148371;678
472;148761;390
473;149240;479
474;149846;606
475;150538;692
476;151143;605
477;151926;783
478;152614;688
479;153304;690
480;153909;605
481;154693;784
482;155387;694
483;155786;399
484;156276;490
485;156896;620
486;157604;708
487;158223;619
488;159024;801
489;159728;704
490;160434;706
491;161053;619
492;161855;802
493;162565;710
494;162973;408
495;163474;501
496;164108;634
497;164832;724
498;165465;633
499;166284;819
500;167004;720
501;167726;722
502;168359;633
503;169179;820
504;169905;726
505;170322;417
506;170834;512
507;171482;648
508;172222;740
509;172869;647
510;173706;837
511;174442;736
512;175180;738
513;175827;647
514;176665;838
515;177407;742
516;177833;426
517;178356;523
518;179018;662
519;179774;756
520;180435;661
521;181290;855
522;182042;752
523;182796;754
524;183457;661
525;184313;856
526;185071;758
527;185506;435
528;186040;534
529;186716;676
530;187488;772
531;188163;675
532;189036;873
533;189804;768
534;190574;770
535;191249;675
536;192123;874
537;192897;774
538;193341;444
539;193886;545
540;194576;690
541;195364;788
542;196053;689
543;196944;891
544;197728;784
545;198514;786
546;199203;689
547;200095;892
548;200885;790
549;201338;453
550;201894;556
551;202598;704
552;203402;804
553;204105;703
554;205014;909
555;205814;800
556;206616;802
557;207319;703
558;208229;910
559;209035;806
560;209497;462
561;210064;567
562;210782;718
563;211602;820
564;212319;717
565;213246;927
566;214062;816
567;214880;818
568;215597;717
569;216525;928
570;217347;822
571;217818;471
572;218396;578
573;219128;732
574;219964;836
575;220695;731
576;221640;945
577;222472;832
578;223306;834
579;224037;731
580;224983;946
581;225821;838
582;226301;480
583;226890;589
584;227636;746
585;228488;852
586;229233;745
587;230196;963
588;231044;848
589;231894;850
590;232639;745
591;233603;964
592;234457;854
593;234946;489
594;235546;600
595;236306;760
596;237174;868
597;237933;759
598;238914;981
599;239778;864
600;240644;866
601;241403;759
602;242385;982
603;243255;870
604;243753;498
605;244364;611
606;245138;774
607;246022;884
608;246795;773
609;247794;999
610;248674;880
611;249556;882
612;250329;773
613;251329;1000
614;252215;886
615;252722;507
616;253344;622
617;254132;788
618;255032;900
619;255819;787
620;256836;1017
621;257732;896
622;258630;898
623;259417;787
624;260435;1018
625;261337;902
626;261853;516
627;262486;633
628;263288;802
629;264204;916
;NaN
